;name;profit;%;trades;win;loss;ratio;avg;gross profit;gross loss;w-seq;l-seq;avg win;avg loss;max win;max loss
0;Test=Vawe_5M_MTerm_Follow-l-0-quarter_1-AFKS-trade_list;14619.2;48.21;56;27;29;1.39;261.06;52000.61;-37381.41;4;6;1925.95;-1289.01;5551.16;-2281.93
