;name;profit;%;trades;win;loss;ratio;avg;gross profit;gross loss;w-seq;l-seq;avg win;avg loss;max win;max loss
0;Test=Vawe_5M_MTerm_Follow-l-0-2023_3-AFKS-trade_list;-41800.2;23.33;60;14;46;0.37;-696.67;24404.0;-66204.2;2;11;1743.14;-1439.22;1934.83;-5586.01
