;name;profit;%;trades;win;loss;ratio;avg;gross profit;gross loss;w-seq;l-seq;avg win;avg loss;max win;max loss
0;Test=Vawe_5M_MTerm_Follow-l-0-2023_2-AFKS-trade_list;-4477.92;36.78;87;32;55;0.93;-51.47;62197.34;-66675.26;4;5;1943.67;-1212.28;3020.36;-1334.8
